Name,Profession,Subject,Experience,Geography
Dr. Ajay Khanna,Consultant,Career Planning,21 years,Nagpur
Mr. Rahul Singhal,Coach,Resume Building,13 years,Jaipur
Ms. Shreya Kaur,Consultant,Networking Skills,10 years,Delhi
Dr. Priya Sen,Professor,Mathematics,24 years,Bangalore
Dr. Sandeep Patil,Professor,Science,30 years,Pune
Dr. Nitin Singh,Professor,Literature,26 years,Hyderabad
Dr. Meera Jain,Professor,History,31 years,Mumbai
Dr. Karan Shah,Professor,Computer Science,21 years,Chennai
Ms. Sakshi Bhatt,Trainer,Time Management,10 years,Delhi
Mr. Aman Desai,Coach,Stress Management,16 years,Mumbai
Dr. Rakesh Patel,Coach,Goal Setting,22 years,Pune
Ms. Riya Reddy,Trainer,Confidence Building,18 years,Bangalore
Mr. Kunal Sharma,Coach,Communication Skills,19 years,Hyderabad
Ms. Shruti Gupta,Consultant,Career Skills,13 years,Chennai
Mr. Sunil Rao,Trainer,Job Search,24 years,Kolkata
Ms. Asha Joshi,Trainer,Interview Preparation,20 years,Ahmedabad
Dr. Deepak Khanna,Consultant,Career Planning,23 years,Nagpur
Mr. Akshay Singhal,Coach,Resume Building,15 years,Jaipur
Ms. Reema Kaur,Consultant,Networking Skills,12 years,Delhi
Dr. Sunil Sen,Professor,Mathematics,25 years,Bangalore
Dr. Priya Patil,Professor,Science,31 years,Pune
Dr. Rahul Singh,Professor,Literature,27 years,Hyderabad
Dr. Sushma Jain,Professor,History,32 years,Mumbai
Dr. Nitin Shah,Professor,Computer Science,22 years,Chennai
Ms. Shraddha Bhatt,Trainer,Time Management,11 years,Delhi
Mr. Rajiv Desai,Coach,Stress Management,17 years,Mumbai
Dr. Vijay Patel,Coach,Goal Setting,23 years,Pune
Ms. Arpita Reddy,Trainer,Confidence Building,19 years,Bangalore
Mr. Nikhil Sharma,Coach,Communication Skills,20 years,Hyderabad
Ms. Poonam Gupta,Consultant,Career Skills,15 years,Chennai
Mr. Rajesh Rao,Trainer,Job Search,25 years,Kolkata
Ms. Nidhi Joshi,Trainer,Interview Preparation,21 years,Ahmedabad
Dr. Sanjay Khanna,Consultant,Career Planning,24 years,Nagpur
Mr. Gaurav Singhal,Coach,Resume Building,16 years,Jaipur
Ms. Divya Kaur,Consultant,Networking Skills,13 years,Delhi
Dr. Manoj Sen,Professor,Mathematics,26 years,Bangalore
Dr. Nandita Patil,Professor,Science,32 years,Pune
Dr. Rakesh Singh,Professor,Literature,28 years,Hyderabad
Dr. Anita Jain,Professor,History,33 years,Mumbai
Dr. Pankaj Shah,Professor,Computer Science,23 years,Chennai
Ms. Alka Bhatt,Trainer,Time Management,12 years,Delhi
Mr. Sachin Desai,Coach,Stress Management,18 years,Mumbai
Dr. Ramesh Patel,Coach,Goal Setting,24 years,Pune
Ms. Ruchika Reddy,Trainer,Confidence Building,20 years,Bangalore
Mr. Arjun Sharma,Coach,Communication Skills,21 years
